"Submission Date","Username","Level","Total XP","Collector Badge","Jogger Badge","Team","XP Screenshot","Collector Badge Screenshot","Jogger Badge Screenshot",""
"2016-11-19 12:03:11","P090909","32","594546","9623","1159.5","Instinct","[IMG_3872.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ce11953IMG_3872.PNG","[IMG_3873.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/cdc63c7IMG_3873.PNG","[IMG_3874.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/cdcf443IMG_3874.PNG",""
"2016-11-19 12:02:01","dexterlizard","14","89915","290","9.5","Mystic","[IMG_0143.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/8145eb9IMG_0143.png","[IMG_0145.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/8112cd9IMG_0145.png","[IMG_0144.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/810d0e3IMG_0144.png",""
"2016-11-19 12:01:59","Awaylemonade","28","1599273","4178","289.8","Instinct","[Screenshot_20161119-115430.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/4f0bd45Screenshot_20161119-115430.png","[Screenshot_20161119-115435.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/45a83a9Screenshot_20161119-115435.png","[Screenshot_20161119-115443.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/376bef8Screenshot_20161119-115443.png",""
"2016-11-19 12:00:45","Refracta","17","7975","494","324","Instinct","[Screenshot_20161119-114742.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/cf7b2b5Screenshot_20161119-114742.png","[Screenshot_20161119-114802.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/eeca7daScreenshot_20161119-114802.png","[Screenshot_20161119-114749.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/d11dc0dScreenshot_20161119-114749.png",""
"2016-11-19 11:59:26","Tp0t","30","2118902","4840","428.4","Instinct","[IMG_0683.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/7d3e3a5IMG_0683.PNG","[IMG_0682.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/c22be2eIMG_0682.PNG","[IMG_0685.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e75ac3dIMG_0685.PNG",""
"2016-11-19 11:58:22","Pokehshawny","32","3036759","8041","637.8","Valor","[Screenshot_2016-11-19-11-55-10.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/acdaf96Screenshot_2016-11-19-11-55-10.png","[Screenshot_2016-11-19-11-55-00.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/acaa404Screenshot_2016-11-19-11-55-00.png","[Screenshot_2016-11-19-11-54-48.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ac069b9Screenshot_2016-11-19-11-54-48.png",""
"2016-11-19 11:58:06","GRAF3NB3RG","34","1033169","11882","1008.4","Instinct","[IMG_2004.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/7f18675IMG_2004.PNG","[IMG_2005.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9d055c1IMG_2005.PNG","[IMG_2006.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9d1387eIMG_2006.PNG",""
"2016-11-19 11:57:41","Mellib0025","23","527774","1848","173.8","Instinct","[IMG_4387.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2561391IMG_4387.PNG","[IMG_4388.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/13dc4ecIMG_4388.PNG","[IMG_4389.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/232eb03IMG_4389.PNG",""
"2016-11-19 11:57:24","Infinitrize","32","3154500","9052","835.1","Instinct","[Screenshot_2016-11-19-11-54-59.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2c92ebfScreenshot_2016-11-19-11-54-59.png","[Screenshot_2016-11-19-11-55-42.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/33314bdScreenshot_2016-11-19-11-55-42.png","[Screenshot_2016-11-19-11-56-50.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/66a8ce2Screenshot_2016-11-19-11-56-50.png",""
"2016-11-19 11:55:57","GiganticTuna","34","4982892","11038","502.8","Instinct","[Screenshot_20161119-115502.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/167c61fScreenshot_20161119-115502.png","[Screenshot_20161119-115506.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/1a07e92Screenshot_20161119-115506.png","[Screenshot_20161119-115513.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/1b2fb2aScreenshot_20161119-115513.png",""
"2016-11-19 11:55:41","Ron7136 ","29","1731982","4941","644.9","Instinct","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0c40e2cimage.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0187ee9image.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f9ae2edimage.png",""
"2016-11-19 11:55:35","WhiteySwag","32","514050","9928","831.4","Mystic","[Screenshot_20161119-115017.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0544fabScreenshot_20161119-115017.png","[Screenshot_20161119-115453.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/05c07bbScreenshot_20161119-115453.png","[Screenshot_20161119-115519.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0550d04Screenshot_20161119-115519.png",""
"2016-11-19 11:55:29","Vandermear","27","1293972","3701","390.2","Mystic","[Capture+_2016-11-19-11-54-17.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/dff15f1Capture%2B_2016-11-19-11-54-17.png","[Capture+_2016-11-19-11-54-08.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f19ac23Capture%2B_2016-11-19-11-54-08.png","[Capture+_2016-11-19-11-53-54.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/00abdf2Capture%2B_2016-11-19-11-53-54.png",""
"2016-11-19 11:55:10","O2binot","28","1350318","3146","628.5","Mystic","[IMG_2907.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ecb776fIMG_2907.PNG","[IMG_2908.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ec60a3bIMG_2908.PNG","[IMG_2909.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ec3f04dIMG_2909.PNG",""
"2016-11-19 11:54:40","pelliepenguin","32","3376950","9398","722.5","Mystic","[Screenshot_2016-11-19-11-54-22.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/cb803c1Screenshot_2016-11-19-11-54-22.png","[Screenshot_2016-11-19-11-50-18.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/567abf4Screenshot_2016-11-19-11-50-18.png","[Screenshot_2016-11-19-11-50-47.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/20be09dScreenshot_2016-11-19-11-50-47.png",""
"2016-11-19 11:54:24","Hasagamii","19","21965","779","35.5","Instinct","[Screenshot_2016-11-19-11-47-06.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/bee5984Screenshot_2016-11-19-11-47-06.png","[Screenshot_2016-11-19-11-50-24.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/bc61c7aScreenshot_2016-11-19-11-50-24.png","[Screenshot_2016-11-19-11-51-11.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/bc1cfdbScreenshot_2016-11-19-11-51-11.png",""
"2016-11-19 11:54:20","MrTruuper","31","2922927","8074","989.3","Mystic","","","[Screenshot_20161119-114446.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/bb529e6Screenshot_20161119-114446.png",""
"2016-11-19 11:54:04","Pok3Train3rEvan","18","452","471","84.3","Mystic","[IMG_0213.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a856477IMG_0213.PNG","[IMG_0216.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a41c2f9IMG_0216.PNG","[IMG_0215.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a365431IMG_0215.PNG",""
"2016-11-19 11:53:59","FenceHayward","29","31520","4795","248.2","Valor","[IMG_1315.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a51aab8IMG_1315.PNG","[IMG_1317.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a09f32aIMG_1317.PNG","[IMG_1316.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a08a4f0IMG_1316.PNG",""
"2016-11-19 11:53:57","MitchMan91","30","326302","7209","499.7","Mystic","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a2abb41image.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9f33c43image.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a0629c1image.png",""
"2016-11-19 11:53:49","JakeDude23","12","2973","208","5.6","Valor","[IMG_0013.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9baa701IMG_0013.PNG","[IMG_0014.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9b987eeIMG_0014.PNG","[IMG_0015.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9b80819IMG_0015.PNG",""
"2016-11-19 11:52:40","Apohcalypse","30","114657","6746","404.3","Mystic","[Screenshot_20161119-114712.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/56e471cScreenshot_20161119-114712.png","[Screenshot_20161119-114505.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/56a4385Screenshot_20161119-114505.png","[Screenshot_20161119-114816.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/568cec0Screenshot_20161119-114816.png",""
"2016-11-19 11:52:11","EmilieAndJakob","25","138131","2378","282.8","Valor","[IMG_1942.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/3a51c6eIMG_1942.PNG","[IMG_1943.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/391458eIMG_1943.PNG","[IMG_1944.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/39baaffIMG_1944.PNG",""
"2016-11-19 11:51:31","floatingsumaru","33","510356","8492","845.4","Mystic","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/12487c3image.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0fe39ceimage.png","[image.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0dbeedbimage.png",""
"2016-11-19 11:51:20","Massiec77 ","32","144313","7173","582.5","Instinct","[Screenshot_20161119-114951.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f598827Screenshot_20161119-114951.png","[Screenshot_20161119-114940.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/0420db1Screenshot_20161119-114940.png","",""
"2016-11-19 11:51:11","Jblanchet26","21","303614","766","50.4","Instinct","[Screenshot_2016-11-19-11-16-10.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2d1e2f1Screenshot_2016-11-19-11-16-10.png","[Screenshot_2016-11-19-11-15-59.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/3927a38Screenshot_2016-11-19-11-15-59.png","[Screenshot_2016-11-19-11-15-50.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/3c53df9Screenshot_2016-11-19-11-15-50.png",""
"2016-11-19 11:51:06","Troycomeau25","25","878646","2235","524.5","Mystic","[IMG_1264.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f8ef529IMG_1264.PNG","[IMG_1265.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f647576IMG_1265.PNG","[IMG_1266.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f53f968IMG_1266.PNG",""
"2016-11-19 11:51:06","Arasarn","33","3881296","11520","934","Valor","[IMG_0982.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f98a570IMG_0982.PNG","[IMG_0984.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f98ba88IMG_0984.PNG","[IMG_0983.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f924adfIMG_0983.PNG",""
"2016-11-19 11:50:50","Poshiriak","27","1195849","2710","433.2","Mystic","[IMG_0625.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e8c5bb8IMG_0625.PNG","[IMG_0626.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e55f368IMG_0626.PNG","[IMG_0627.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e55c68dIMG_0627.PNG",""
"2016-11-19 11:50:45","Shaydekitty","27","1283515","3650","464.2","Instinct","[Screenshot_20161118-223102.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e21e055Screenshot_20161118-223102.png","[Screenshot_20161118-223118.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e451c8fScreenshot_20161118-223118.png","[Screenshot_20161118-223111.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e1d2732Screenshot_20161118-223111.png",""
"2016-11-19 11:50:42","Xlilika","24","688709","1994","284.9","Valor","[IMG_1939.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/e14d22dIMG_1939.PNG","[IMG_1940.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/d8883deIMG_1940.PNG","",""
"2016-11-19 11:50:30","xKieranxx","22","80997","1265","101.8","Valor","[IMG_0718.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a4e4edcIMG_0718.PNG","[IMG_0717.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/b0e212cIMG_0717.PNG","[IMG_0716.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/bfd7c28IMG_0716.PNG",""
"2016-11-19 11:50:13","Greatestrondini","29","1673108","4483","416.2","Valor","","","[Screenshot_20161119-113027.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/c446912Screenshot_20161119-113027.png",""
"2016-11-19 11:50:11","SimplyMoxie","37","10690156","26067","1619.7","Mystic","[Screenshot_20161119-114904.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a92c185Screenshot_20161119-114904.png","[Screenshot_20161119-114910.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/c1a1ddfScreenshot_20161119-114910.png","[Screenshot_20161119-114918.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/c1e3f5bScreenshot_20161119-114918.png",""
"2016-11-19 11:49:48","nenyy07","22","415230","3792","93.8","Instinct","[Screenshot_20161119-114640.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ab2e880Screenshot_20161119-114640.png","[Screenshot_20161119-114651.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/aa18a07Screenshot_20161119-114651.png","[Screenshot_20161119-114708.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/a8427b2Screenshot_20161119-114708.png",""
"2016-11-19 11:49:32","DragonGirl11","24","587855","1886","169.1","Mystic","[Screenshot_2016-11-19-11-47-44.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/928c030Screenshot_2016-11-19-11-47-44.png","[Screenshot_2016-11-19-11-48-04.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/8567841Screenshot_2016-11-19-11-48-04.png","[Screenshot_2016-11-19-11-47-49.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/8a01671Screenshot_2016-11-19-11-47-49.png",""
"2016-11-19 11:49:00","MyosotisVerbena","26","953061","2750","330.86","Valor","[Pokémon GO_2016-11-19-11-24-58.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/7b18454Pok%C3%A9mon%20GO_2016-11-19-11-24-58.png","[Pokémon GO_2016-11-19-11-25-07.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/791b6c7Pok%C3%A9mon%20GO_2016-11-19-11-25-07.png","[Pokémon GO_2016-11-19-11-25-17.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/c95f8ecPok%C3%A9mon%20GO_2016-11-19-11-25-17.png",""
"2016-11-19 11:48:45","OrShiro","15","110700","349","43","Mystic","[Screenshot_20161119-114608.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/6bc6cd6Screenshot_20161119-114608.png","[Screenshot_20161119-114644.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/6b5311fScreenshot_20161119-114644.png","[Screenshot_20161119-114628.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/6b4e38dScreenshot_20161119-114628.png",""
"2016-11-19 11:48:42","Azuragami","26","945814","2845","232.2","Instinct","[Capture+_2016-11-19-11-22-44.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/fc48768Capture%2B_2016-11-19-11-22-44.png","[Capture+_2016-11-19-11-22-17.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/ff36e79Capture%2B_2016-11-19-11-22-17.png","[Capture+_2016-11-19-11-22-25.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/043ad28Capture%2B_2016-11-19-11-22-25.png",""
"2016-11-19 11:48:42","RubiesRRed","34","89664","12984","1151","Valor","[IMG_1273.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/32218e9IMG_1273.PNG","[IMG_1272.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/4690fe5IMG_1272.PNG","[IMG_1270.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/576aca9IMG_1270.PNG",""
"2016-11-19 11:48:38","ItsConnorx","23","81284","1651","175.2","Valor","[IMG_1070.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/6565173IMG_1070.PNG","[IMG_1071.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/64d5f5bIMG_1071.PNG","[IMG_1072.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/64a9656IMG_1072.PNG",""
"2016-11-19 11:48:35","Hbat10","24","38465","2091","186.1","Mystic","","","",""
"2016-11-19 11:47:51","svCruz","35","6417638","20647","1272.6","Instinct","[image.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2f6b68bimage.jpg","[image.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2f5aeabimage.jpg","[image.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2f48370image.jpg",""
"2016-11-19 11:47:49","Elracx","34","4804988","11535","888.3","Mystic","[Screenshot_20161119-114435.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/03ec803Screenshot_20161119-114435.png","[Screenshot_20161119-114450.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/174517fScreenshot_20161119-114450.png","[Screenshot_20161119-114458.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/2d64946Screenshot_20161119-114458.png",""
"2016-11-19 11:47:26","Jer02","30","2074866","5947","1073.7","Instinct","[IMG_1045.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/1c3675dIMG_1045.PNG","[IMG_1046.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/1b6994eIMG_1046.PNG","[IMG_1047.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/18c8207IMG_1047.PNG",""
"2016-11-19 11:47:02","Peetarded","36","7592429","20004","1250.6","Valor","[IMG_6061.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/056c9c5IMG_6061.PNG","[IMG_6059.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/052966eIMG_6059.PNG","[IMG_6060.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/05195f1IMG_6060.PNG",""
"2016-11-19 11:46:51","Stephanie870","26","965854","3291","306.2","Valor","[IMG_1164.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f9b6741IMG_1164.PNG","[IMG_1158.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f9c2409IMG_1158.PNG","[IMG_1162.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/f958f97IMG_1162.PNG",""
"2016-11-19 11:45:12","Troutpoo1","26","1073970","3652","374.5","Valor","[IMG_1235.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/976ef4dIMG_1235.PNG","[IMG_1236.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/97bb4f8IMG_1236.PNG","[IMG_1238.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/63225367956263/9710d34IMG_1238.PNG",""
"2016-11-19 11:43:57","Legacy15","29","48415","3885","377.5","Valor","","","",""
